startNo,startX,startY,startZ,stopno,stopX,stopY,stopZ,diameter,,,,
SM2-13,128.9066468,35.13723822,1.26,SM3-991,128.9060771,35.13727034,0.92,600,,,,
SM2-13-1,128.9118245,35.13403442,0.88,SM3-3,128.9122609,35.13411116,0.78,800,,,,
SM2-14,128.9177138,35.13729976,2.18,SM2-21-1,128.9169699,35.13780359,1.66,800,,,,
SM2-15,128.9189647,35.13868727,0.8,SM2-22-1,128.9192214,35.13914834,0.51,1200,,,,
SM2-16,128.916799,35.13631003,2.04,SM2-19-1,128.9162671,35.13671442,1.81,1000,,,,
SM2-17,128.9052438,35.14184069,1.09,SM4-4,128.9052924,35.14144403,0.99,1000,,,,
SM2-17-1,128.9160145,35.13816546,0,M2-45,128.915459,35.13779197,0,1200,,,,
SM2-18,128.906118,35.14179142,1.27,SM2-17,128.9052438,35.14184069,1.09,1000,,,,
SM2-18-1,128.9160714,35.13571271,1.1,M2-27-1,128.9160473,35.13542496,0.78,1000,,,,
SM2-19,128.9067701,35.14175466,1.56,SM2-18,128.906118,35.14179142,1.47,800,,,,
SM2-19-1,128.9162671,35.13671442,1.71,SM2-20-1,128.9158587,35.1371371,1.45,1200,,,,
SM2-2,128.9123349,35.13499661,1.13,SM2-1,128.9123041,35.13462792,0.99,700,,,,
SM2-20,128.9066816,35.13680259,1,BM8,128.9061346,35.13683342,0.83,800,,,,
SM2-20-1,128.9158587,35.1371371,1.37,SM2-52,128.915448,35.13766148,1.14,1350,,,,
SM2-21,128.9067127,35.13641233,1.3,SM2-20,128.9066816,35.13680259,1.2,600,,,,
SM2-2-1,128.913854,35.16098334,0,SM2-3-1,128.9139749,35.1604062,0,900,,,,
SM2-21-1,128.9169699,35.13780359,1.66,SM2-21-1_1,128.9162119,35.13832725,1.11,800,,,,
SM2-22,128.9067345,35.13615814,0.32,BM18,128.9062843,35.13618351,0.2,800,,,,
SM2-22-1,128.9192214,35.13914834,0,SM2-22-1_1,128.9193326,35.13914996,0,1200,,,,
SM2-23,128.9073143,35.13528166,0.8,BM19,128.9064888,35.13529597,0.7,1000,,,,
SM2-23-1,128.916006,35.13536132,0.72,M2-39-1,128.9159545,35.13528177,0.66,1000,,,,
SM2-24,128.9080354,35.13526915,1,SM2-23,128.9073143,35.13528166,0.9,800,,,,
SM2-25,128.9080511,35.13507204,1.22,SM2-24,128.9080354,35.13526915,1.17,600,,,,
SM2-26,128.9080733,35.13479321,1.28,SM2-25,128.9080511,35.13507203,1.22,600,,,,
SM2-29,128.9081849,35.13339443,1.48,SM3-6,128.9082146,35.1330209,1.41,800,,,,
SM2-3,128.9113752,35.13405332,1.04,SM2-13-1,128.9118245,35.13403442,0.93,700,,,,
SM2-30,128.9071065,35.13268585,1.42,SM4-16,128.907052,35.13304834,1.32,800,,,,
SM2-31,128.9085952,35.14437703,1.31,SM3-14,128.9085501,35.14383749,1.21,1000,,,,
SM2-3-1,128.9139749,35.1604062,0,SM3-1-1,128.9140228,35.15981752,0,1000,,,,
SM2-32,128.9083851,35.13598607,0,SM2-32_1,128.9083198,35.13680554,0,1000,,,,
SM2-33,128.9084568,35.13508663,0,SM2-32,128.9083851,35.13598607,0,900,,,,
SM2-34,128.9085285,35.1341872,0,SM2-33,128.9084568,35.13508663,0,900,,,,
SM2-35,128.9085859,35.13346765,0,SM2-34,128.9085285,35.1341872,0,800,,,,
SM2-36,128.9107228,35.13774367,0,SM2-101,128.9105865,35.13746689,0,1000,,,,
SM2-37,128.9110463,35.13816093,0,SM2-36,128.9107228,35.13774367,0,800,,,,
SM2-38,128.9114799,35.13853277,0,SM2-37,128.9110463,35.13816093,0,800,,,,
SM2-4,128.9107863,35.13408653,0.85,SM3-1,128.91054,35.13410043,0.81,900,,,,
SM2-40,128.9094798,35.13862083,1.19,SM3-12,128.9089325,35.1386517,0.97,1200,,,,
SM2-41,128.9102818,35.13952246,2.35,SM2-102,128.9106782,35.13919568,2.27,800,,,,
SM2-4-1,128.9103025,35.1621697,0,SM2-5-1,128.9102574,35.16163016,0,800,,,,
SM2-42,128.91026,35.13857683,1.58,SM2-40,128.9094798,35.13862083,1.24,1100,,,,
SM2-43,128.9108234,35.13907507,2.05,SM2-42,128.91026,35.13857683,1.63,1000,,,,
SM2-44,128.9094505,35.13600498,1.09,BM26,128.9085334,35.13605671,0.74,900,,,,
SM2-45,128.91074,35.14437708,1.79,SM2-100,128.9107671,35.14470095,1.6,800,,,,
SM2-46,128.9120859,35.14160884,1.31,SM2-46_1,128.9122428,35.1417046,1.16,700,,,,
SM2-48,128.9106516,35.14068702,2.24,SM3-52,128.9106997,35.1412624,1.86,900,,,,
SM2-49,128.9129193,35.13970858,1.7,BM38,128.9134836,35.14016953,1.16,1000,,,,
SM2-5,128.9099525,35.13438655,0,SM2-5_1,128.9099314,35.13413475,0,800,,,,
SM2-50,128.914039,35.13857206,1.55,BM40,128.9144634,35.1389187,1.31,900,,,,
SM2-51,128.9136231,35.13823238,1.82,SM2-94,128.9138834,35.13844495,1.71,800,,,,
SM2-5-1,128.9102574,35.16163016,0,SM3-4-1,128.9102123,35.16109062,0,1000,,,,
SM2-52,128.915448,35.13766148,1.14,BM41,128.9153825,35.13774512,1.08,1350,,,,
SM2-53,128.9093449,35.14676679,0,BM42,128.9090164,35.14678531,0,900,,,,
SM2-54,128.9110966,35.14666799,0,SM3-26,128.9103028,35.14671276,0,800,,,,
SM2-55,128.9089494,35.14598333,0.98,BM42,128.9090164,35.14678531,0.76,1000,,,,
SM2-56,128.9088693,35.14502468,1.29,SM2-57,128.9088893,35.14526393,1.23,900,,,,
SM2-57,128.9088893,35.14526393,1.23,SM2-55,128.9089494,35.14598333,1.03,900,,,,
SM2-58,128.9093102,35.1502997,0,SM3-27,128.909235,35.14940046,0,1000,,,,
SM2-59,128.9093553,35.15083924,0,SM2-58,128.9093102,35.1502997,0,800,,,,
SM2-6,128.9100144,35.13512752,1.26,SM2-7,128.9099836,35.13475883,1.16,700,,,,
SM2-60,128.9086102,35.14455688,1.1,SM3-28,128.9086481,35.14501004,0.96,1000,,,,
SM2-61,128.9090912,35.15031205,0,SM3-29,128.909016,35.1494128,0,1000,,,,
SM2-6-1,128.919386,35.15897727,0,SM2-7-1,128.9193628,35.15890254,0,900,,,,
SM2-62,128.9091363,35.15085159,0,SM2-61,128.9090912,35.15031205,0,800,,,,
SM2-63,128.9059281,35.15030524,0,BM44,128.905873,35.14964659,0,800,,,,
SM2-64,128.9047651,35.14981431,0,SM3-31,128.9049972,35.14969687,0,800,,,,
SM2-65,128.9047127,35.15041669,0,SM2-64,128.9047651,35.14981431,0,800,,,,
SM2-66,128.9047235,35.15096043,0,SM2-65,128.9047127,35.15041669,0,700,,,,
SM2-67,128.9052284,35.15492192,0,SM3-34,128.9051672,35.15452128,0,800,,,,
SM2-68,128.9063112,35.15489138,0,BM50,128.9062751,35.15445885,0,800,,,,
SM2-69,128.9089357,35.15503166,0,SM3-37,128.9088755,35.15431227,0,1000,,,,
SM2-7,128.9099836,35.13475883,1.16,SM2-5,128.9099525,35.13438654,0.99,700,,,,
SM2-70,128.9093768,35.15372918,0,SM3-40,128.9093317,35.15318963,0,1000,,,,
SM2-71,128.909423,35.1542814,0,SM2-70,128.9093768,35.15372918,0,800,,,,
SM2-72,128.9109368,35.15462518,0,BM54,128.9109011,35.15419804,0,800,,,,
SM2-73,128.912836,35.15471885,0,BM55,128.9128491,35.15408817,0,1000,,,,
SM2-74,128.9128872,35.15534821,0,SM2-73,128.912836,35.15471885,0,800,,,,
SM2-75,128.912988,35.15315291,0,SM3-41,128.9129039,35.15359819,0,1000,,,,
SM2-76,128.9131101,35.15266743,0,SM2-75,128.912988,35.15315291,0,800,,,,
SM2-77,128.9134574,35.15122188,0,SM3-42,128.9128005,35.15125894,0,1000,,,,
SM2-78,128.9134868,35.15132243,0,SM2-77,128.9134574,35.15122188,0,800,,,,
SM2-79,128.9133134,35.15191969,0,SM2-78,128.9134868,35.15132243,0,800,,,,
SM2-8,128.9090098,35.13518418,1.47,SM2-9-1,128.9090395,35.13481207,1.3,700,,,,
SM2-80,128.9111003,35.15658059,0,BM68,128.9111368,35.15701672,0,800,,,,
SM2-81,128.9137564,35.15817485,0,SM2-82,128.9134795,35.15749067,0,900,,,,
SM2-8-1,128.9194213,35.15905304,0,SM2-6-1,128.919386,35.15897727,0,600,,,,
SM2-82,128.9134795,35.15749067,0,BM69,128.9132629,35.15689679,0,900,,,,
SM2-83,128.9067196,35.15977799,0,SM2-83_1,128.9067515,35.16016022,0,800,,,,
SM2-84,128.9067015,35.15956217,0,SM2-83,128.9067196,35.15977799,0,700,,,,
SM2-85,128.9100835,35.16218205,0,SM3-45,128.9100384,35.16164251,0,1000,,,,
SM2-86,128.9126367,35.1598144,0,SM3-47-1,128.9120884,35.15984532,0,1000,,,,
SM2-87,128.9132931,35.15977736,0,SM2-86,128.9126367,35.1598144,0,800,,,,
SM2-88,128.9129726,35.13876975,0,SM3-24,128.9123747,35.13926368,0,800,,,,
SM2-89,128.9089845,35.15561617,0,SM2-69,128.9089357,35.15503166,0,800,,,,
SM2-9,128.9124787,35.13673765,1.73,SM3-53,128.9124487,35.13637795,1.54,1100,,,,
SM2-90,128.9098949,35.13984202,2.43,SM2-41,128.9102818,35.13952246,2.35,800,,,,
SM2-91,128.91013,35.13842766,1.39,SM2-92,128.9098159,35.13795325,1.3,800,,,,
SM2-9-1,128.9090395,35.13481207,1.1,SM3-2,128.9090694,35.13443635,0.98,900,,,,
SM2-92,128.9098159,35.13795325,1.1,SM4-7,128.9095852,35.13733003,1,1000,,,,
SM2-94,128.9138834,35.13844495,1.71,SM2-50,128.914039,35.13857206,1.65,800,,,,
SM2-992,128.9082887,35.137195,0.44,SM2-992_1,128.9083148,35.13686817,0.16,1000,,,,
SM2-993,128.9059847,35.1378582,0.83,SM3-991,128.9060771,35.13727034,0.63,800,,,,
SM3-1,128.91054,35.13410043,0,SM3-1_1,128.9099314,35.13413475,0,1000,,,,
SM3-1-1,128.9140228,35.15981752,0,SM3-2-1,128.9132997,35.15985831,0,1100,,,,
SM3-12,128.9089325,35.1386517,0.89,SM4-991,128.9083525,35.13868086,0.65,1350,,,,
SM3-14,128.9085501,35.14383749,0.88,SM4-17,128.908505,35.14329794,0.8,1200,,,,
SM3-16,128.9086002,35.14180543,0.78,BM11,128.9085897,35.14167954,0.73,1350,,,,
SM3-17,128.9086788,35.14274605,0.97,SM3-60,128.908653,35.14243672,0.91,1350,,,,
SM3-18,128.9087278,35.14333181,1.11,SM3-17,128.9086788,35.14274605,0.97,1350,,,,
SM3-19,128.9093847,35.14329477,1.29,SM3-50,128.9090396,35.14331423,1.22,1200,,,,
SM3-2,128.9090694,35.13443635,0.88,SM3-2_1,128.9090897,35.13418223,0.82,1000,,,,
SM3-20,128.9114037,35.14488174,1.09,SM3-20_1,128.9119979,35.14484822,0.74,1000,,,,
SM3-21,128.9107852,35.14491663,1.37,SM3-51,128.9112209,35.14489205,1.09,1000,,,,
SM3-2-1,128.9132997,35.15985831,0,SM3-3-1,128.9126435,35.15989533,0,1200,,,,
SM3-22,128.9121849,35.14147677,0.91,SM3-22_1,128.912343,35.14157662,0.81,1100,,,,
SM3-23,128.9107245,35.14155915,1.57,SM3-47,128.9114185,35.14152,1.24,1100,,,,
SM3-24,128.9123747,35.13926368,1.94,SM2-49,128.9129193,35.13970858,1.8,900,,,,
SM3-25,128.9124938,35.1369175,1.83,SM2-9,128.9124787,35.13673765,1.74,1000,,,,
SM3-26-1,128.9138547,35.15014021,0,SM3-26_1,128.9140939,35.14937708,0,1200,,,,
SM3-26,128.9103028,35.14671276,0,SM2-53,128.9093449,35.14676679,0,900,,,,
SM3-27,128.909235,35.14940046,0,SM3-27_1,128.9091633,35.14854267,0,1200,,,,
SM3-28,128.9086481,35.14501004,0.96,BM29,128.9086526,35.14506399,0.94,1000,,,,
SM3-29,128.909016,35.1494128,0,SM3-29_1,128.9089463,35.14857884,0,1200,,,,
SM3-3,128.9122609,35.13411116,0.59,SM4-1-1,128.912822,35.13436097,0.48,1200,,,,
SM3-30,128.9054679,35.14966942,0,BM44,128.905873,35.14964659,0,1000,,,,
SM3-31,128.9049972,35.14969687,0,SM3-30,128.9054679,35.14966942,0,900,,,,
SM3-3-1,128.9126435,35.15989533,0,BM73,128.9120952,35.15992625,0,1200,,,,
SM3-32,128.905036,35.15377472,0,SM4-13,128.904984,35.15338012,0,1100,,,,
SM3-33,128.9051044,35.1541684,0,SM3-32,128.905036,35.15377472,0,1000,,,,
SM3-34,128.9051672,35.15452128,0,SM3-33,128.9051044,35.1541684,0,900,,,,
SM3-35,128.9075616,35.15438634,0,SM3-49,128.9066857,35.15443571,0,1200,,,,
SM3-36,128.9082186,35.1543493,0,SM3-35,128.9075616,35.15438634,0,1200,,,,
SM3-37,128.9088755,35.15431227,0,SM3-36,128.9082186,35.1543493,0,1000,,,,
SM3-38,128.9092415,35.15211054,0,SM3-38_1,128.9091896,35.15148925,0,1200,,,,
SM3-39,128.9092866,35.15265008,0,SM3-38,128.9092415,35.15211054,0,1200,,,,
SM3-4,128.9091099,35.13392811,0.78,SM3-4_1,128.9090897,35.13418223,0.72,1000,,,,
SM3-40,128.9093317,35.15318963,0,SM3-39,128.9092866,35.15265008,0,1200,,,,
SM3-41,128.9129039,35.15359819,0,BM55,128.9128491,35.15408817,0,1200,,,,
SM3-4-1,128.9102123,35.16109062,0,SM3-48,128.9101672,35.16055107,0,1100,,,,
SM3-42,128.9128005,35.15125894,0,BM57,128.9121435,35.151296,0,1200,,,,
SM3-43,128.9099482,35.16056341,0,SM3-43_1,128.909904,35.16003581,0,1200,,,,
SM3-44,128.9099933,35.16110296,0,SM3-43,128.9099482,35.16056341,0,1200,,,,
SM3-45,128.9100384,35.16164251,0,SM3-44,128.9099933,35.16110296,0,1100,,,,
SM3-46,128.9111029,35.1599009,0,SM4-14,128.9101174,35.15995647,0,1200,,,,
SM3-47,128.9114185,35.14152,1.24,SM3-22,128.9121849,35.14147677,0.91,1100,,,,
SM3-47-1,128.9120884,35.15984532,0,SM3-46,128.9111029,35.1599009,0,1200,,,,
SM3-48,128.9101672,35.16055107,0,BM72,128.9101242,35.1600374,0,1200,,,,
SM3-49,128.9066857,35.15443571,0,BM50,128.9062751,35.15445885,0,1200,,,,
SM3-5,128.9076048,35.13303529,1.18,SM4-16,128.907052,35.13304834,1.11,1100,,,,
SM3-50,128.9090396,35.14331423,1.22,SM3-18,128.9087278,35.14333181,1.16,1200,,,,
SM3-51,128.9112209,35.14489205,1.17,SM3-20,128.9114037,35.14488174,1.09,1000,,,,
SM3-52,128.9106997,35.1412624,1.86,SM3-23,128.9107245,35.14155915,1.67,900,,,,
SM3-53,128.9124487,35.13637795,1.54,SM4-2,128.9124355,35.13622058,1.45,1100,,,,
SM3-6,128.9082146,35.1330209,1.31,SM3-5,128.9076048,35.13303529,1.23,1000,,,,
SM3-60,128.908653,35.14243672,0.91,SM3-16,128.9086002,35.14180544,0.78,1350,,,,
SM3-6-1,128.9135805,35.151013,0,SM3-26,128.9138547,35.15014021,0,1200,,,,
SM3-7,128.9133821,35.13578319,0.53,BM78,128.9135417,35.13570628,0.45,1350,,,,
SM3-8,128.9125145,35.13716479,1.95,SM3-25,128.9124938,35.1369175,1.83,1000,,,,
SM3-9,128.9150517,35.15975946,0,BM6-1,128.915928,35.15970968,0,1200,,,,
SM3-991,128.9060771,35.13727034,0.46,SM3-991_1,128.9061114,35.13699691,0.36,1200,,,,
SM4-1,128.9124036,35.1358384,0.93,SM3-7,128.9133821,35.13578319,0.45,1350,,,,
SM4-10,128.9048581,35.15183323,0,SM4-10_1,128.9048519,35.15175904,0,1200,,,,
SM4-100,128.9066367,35.13466047,0.61,BM19,128.9064888,35.13529597,0.42,1350,,,,
SM4-101,128.9067902,35.13413469,0.76,SM4-100,128.9066367,35.13466047,0.61,1350,,,,
SM4-11,128.904862,35.15260097,0,SM4-9,128.9048363,35.15221392,0,1200,,,,
SM4-1-1,128.912822,35.13436097,0,SM4-1-1_1,128.9128777,35.13427257,0,1200,,,,
SM4-12,128.9049275,35.15298577,0,SM4-11,128.904862,35.15260097,0,1200,,,,
SM4-13,128.904984,35.15338012,0,SM4-12,128.9049275,35.15298577,0,1200,,,,
SM4-14,128.9101174,35.15995647,0,BM72,128.9101242,35.1600374,0,1200,,,,
SM4-15,128.9098041,35.13731769,0,SM4-7,128.9095852,35.13733003,0,1200,,,,
SM4-16,128.907052,35.13304834,1.06,SM4-5,128.906968,35.13341242,1,1200,,,,
SM4-17,128.908505,35.14329794,0.72,BM9,128.9084599,35.14275839,0.64,1350,,,,
SM4-2,128.9124355,35.13622058,1.45,SM4-1,128.9124036,35.1358384,1.26,1100,,,,
SM4-3,128.9053374,35.14104758,0.59,BM25,128.9053956,35.14065038,0.45,1350,,,,
SM4-30,128.9086996,35.13737997,0.32,BM12,128.9084272,35.13738913,0.18,1350,,,,
SM4-4,128.9052924,35.14144403,0.79,SM4-3,128.9053374,35.14104758,0.66,1200,,,,
SM4-5,128.906968,35.13341242,0.92,SM4-101,128.9067902,35.13413469,0.76,1350,,,,
SM4-7,128.9095852,35.13733003,0.78,SM4-30,128.9086996,35.13737997,0.32,1350,,,,
SM4-8,128.9105225,35.13727716,1.16,SM4-15,128.9098041,35.13731769,0.92,1200,,,,
SM4-9,128.9048363,35.15221392,0,SM4-10,128.9048581,35.15183323,0,1200,,,,
SM4-991,128.9083525,35.13868086,0.65,BM991,128.9083672,35.13934542,0.45,1350,,,,
PUMP01,128.9099392,35.14341547,-1.47,PUMP01_1,128.9099362,35.1433795,-1.47,300,,,,
PUMP01_1,128.9099362,35.1433795,-1.47,PUMP01_2,128.9098335,35.14330602,-1.47,300,,,,
PUMP01_2,128.9098335,35.14330602,-1.47,PUMP01_3,128.9098309,35.14327413,-1.47,300,,,,
PUMP01_3,128.9098309,35.14327413,-1.47,PUMP01_4,128.9094671,35.14329464,2.41,300,,,,
PUMP01_4,128.9094671,35.14329464,2.41,SM3-19,128.9093847,35.14329477,2.41,300,,,,
PUMP02,128.9101144,35.14340559,-1.47,PUMP02_1,128.9101114,35.14336962,-1.47,300,,,,
PUMP02_1,128.9101114,35.14336962,-1.47,PUMP02_2,128.9102008,35.14328531,-1.47,300,,,,
PUMP02_2,128.9102008,35.14328531,-1.47,PUMP02_3,128.9101981,35.14325342,-1.47,300,,,,
PUMP02_3,128.9101981,35.14325342,-1.47,PUMP02_4,128.9105619,35.1432329,3.14,300,,,,
PUMP02_4,128.9105619,35.1432329,3.14,M2-36,128.9106418,35.14320129,2.54,300,,,,
PUMP03,128.9096865,35.14140538,-1.47,PUMP03_1,128.9096895,35.14144135,-1.47,300,,,,
PUMP03_1,128.9096895,35.14144135,-1.47,PUMP03_2,128.9096548,35.14147402,-1.47,300,,,,
PUMP03_2,128.9096548,35.14147402,-1.47,M1-66,128.9096669,35.14161879,1.98,300,,,,
PUMP04,128.9122683,35.13851423,-1.47,PUMP04_01,128.9122993,35.13848866,-1.47,300,,,,
PUMP04_01,128.9122993,35.13848866,-1.47,PUMP04_02,128.9122988,35.13834463,-1.47,300,,,,
PUMP04_02,128.9122988,35.13834463,-1.47,PUMP04_03,128.9123751,35.13828164,-1.47,300,,,,
PUMP04_03,128.9123751,35.13828164,-1.47,M2-94,128.9120778,35.13803884,3.66,300,,,,
PUMP05,128.9123928,35.13861592,-1.47,PUMP05_01,128.9124238,35.13859036,-1.47,300,,,,
PUMP05_01,128.9124238,35.13859036,-1.47,PUMP05_02,128.9125991,35.13858995,-1.47,300,,,,
PUMP05_02,128.9125991,35.13858995,-1.47,PUMP05_03,128.9126754,35.13852696,-1.47,300,,,,
PUMP05_03,128.9126754,35.13852696,-1.47,SM2-88,128.9129726,35.13876975,2.96,300,,,,
